(1, 'Fri, 21 Aug 43311 05:20:00 +0000', 'Fri, 04 Apr 43332 04:00:00 +0000')
(748, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 06 May 43228 09:20:00 +0000')
(749, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 06 May 43228 09:20:00 +0000')
(750, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 06 May 43228 09:20:00 +0000')
(751, 'Sat, 13 Jun 43215 06:40:00 +0000', 'Wed, 18 Jun 43225 14:40:00 +0000')
(752, 'Sat, 13 Jun 43215 06:40:00 +0000', 'Thu, 17 Apr 43225 19:20:00 +0000')
(753, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(754, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(755, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(756, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(757, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(758, 'Mon, 28 Sep 43215 22:00:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(759, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(760, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(761, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(762, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(763, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(764, 'Mon, 28 Sep 43215 22:00:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(765, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(766, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(767, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(768, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(769, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(770, 'Thu, 30 Oct 43214 14:00:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(771, 'Sun, 09 Apr 43217 22:40:00 +0000', 'Fri, 26 Sep 43225 14:40:00 +0000')
(772, 'Mon, 03 Apr 43217 00:00:00 +0000', 'Fri, 26 Sep 43225 14:40:00 +0000')
(773, 'Thu, 30 Oct 43214 14:00:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(774, 'Thu, 30 Oct 43214 14:00:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(775, 'Sat, 13 Jun 43215 06:40:00 +0000', 'Fri, 26 Sep 43225 14:40:00 +0000')
(776, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(777, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(778, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(779, 'Mon, 28 Sep 43215 22:00:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(780, 'Mon, 28 Sep 43215 22:00:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(781, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(782, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(783, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(784, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(785, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Sat, 06 May 43228 09:20:00 +0000')
(786, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 25 Mar 43225 04:40:00 +0000')
(787, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 25 Mar 43225 04:40:00 +0000')
(788, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(789, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(790, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(791, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(792, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Sat, 03 May 43225 02:00:00 +0000')
(793, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(794, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(795, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(796, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(797, 'Sat, 03 Sep 43216 04:40:00 +0000', 'Tue, 18 Nov 43225 09:20:00 +0000')
(798, 'Thu, 30 Oct 43214 14:00:00 +0000', 'Wed, 18 Jun 43225 14:40:00 +0000')
(799, 'Thu, 30 Oct 43214 14:00:00 +0000', 'Thu, 17 Apr 43225 19:20:00 +0000')
(800, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(801, 'Sat, 13 Jun 43215 06:40:00 +0000', 'Sat, 06 May 43228 09:20:00 +0000')
(802, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Sat, 06 May 43228 09:20:00 +0000')
(803, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Sat, 06 May 43228 09:20:00 +0000')
(804, 'Sat, 13 Jun 43215 06:40:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(805, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(806, 'Thu, 16 Feb 43217 20:40:00 +0000', 'Sat, 20 Mar 43227 21:20:00 +0000')
(807, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Wed, 18 Jun 43225 14:40:00 +0000')
(808, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Wed, 18 Jun 43225 14:40:00 +0000')
(809, 'Sun, 18 Jun 43217 09:20:00 +0000', 'Wed, 18 Jun 43225 14:40:00 +0000')
(810, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(811, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(812, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(813, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(814, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(815, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(816, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(817, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(818, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(819, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(820, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(821, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(822, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(823, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(824, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(825, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(826, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(827, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(828, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(829, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(830, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(831, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(832, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(833, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(834, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(835, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(836, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(837, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(838, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(839, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(840, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(841, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(842, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(843, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(844, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(845, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(846, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(847, 'Tue, 17 Aug 43171 17:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(848, 'Tue, 17 Aug 43171 17:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(849, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(850, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(851, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(852, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(853, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(854, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(855, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(856, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(857, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(858, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(859, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(860, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(861, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(862, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(863, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 09 May 43194 10:00:00 +0000')
(864, 'Mon, 06 Sep 43171 04:00:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(865, 'Tue, 11 Jul 43172 04:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(866, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(867, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(868, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(869, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(870, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(871, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(872, 'Tue, 17 Aug 43171 17:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(873, 'Tue, 17 Aug 43171 17:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(874, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(875, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(876, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(877, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(878, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(879, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(880, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(881, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(882, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(883, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(884, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(885, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(886, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(887, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(888, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(889, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(890, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(891, 'Sun, 04 Mar 43173 07:20:00 +0000', 'Mon, 25 Apr 43194 12:40:00 +0000')
(892, 'Wed, 08 Dec 43171 22:00:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(893, 'Tue, 17 Aug 43171 17:20:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(894, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(895, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(896, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(897, 'Mon, 13 Sep 43171 02:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(898, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(899, 'Mon, 18 Oct 43171 12:40:00 +0000', 'Tue, 22 Sep 43192 16:00:00 +0000')
(900, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(901, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(902, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(903, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(904, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(905, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(906, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(907, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(908, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(909, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(910, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(911, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Mon, 04 Oct 43227 19:20:00 +0000')
(912, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(913, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(914, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(915, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(916, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(917, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(918, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(919, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(920, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(921, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(922, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Mon, 04 Oct 43227 19:20:00 +0000')
(923, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(924, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(925, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(926, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(927, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(928, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(929, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(930, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(931, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(932, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(933, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(934, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(935, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Mon, 04 Oct 43227 19:20:00 +0000')
(936, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(937, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(938, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(939, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(940, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(941, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(942, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(943, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(944, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(945, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(946, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(947, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(948, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(949, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(950, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(951, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(952, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(953, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(954, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(955, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(956, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(957, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(958, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(959, 'Thu, 12 May 43188 22:00:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(960, 'Thu, 12 May 43188 22:00:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(961, 'Thu, 12 May 43188 22:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(962, 'Thu, 12 May 43188 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(963, 'Thu, 12 May 43188 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(964, 'Thu, 12 May 43188 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(965, 'Thu, 12 May 43188 22:00:00 +0000', 'Tue, 09 Oct 43229 22:00:00 +0000')
(966, 'Thu, 12 May 43188 22:00:00 +0000', 'Mon, 09 Dec 43230 14:40:00 +0000')
(967, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(968, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(969, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(970, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(971, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(972, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(973, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(974, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(975, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(976, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Mon, 04 Oct 43227 19:20:00 +0000')
(977, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(978, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(979, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(980, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(981, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(982, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(983, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(984, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(985, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(986, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(987, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(988, 'Thu, 12 May 43188 22:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(989, 'Tue, 17 Jan 43189 22:00:00 +0000', 'Thu, 09 May 43230 17:20:00 +0000')
(990, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(991, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(992, 'Mon, 07 Aug 43189 07:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(993, 'Tue, 09 Feb 43188 04:00:00 +0000', 'Tue, 01 Feb 43228 22:40:00 +0000')
(994, 'Tue, 01 Mar 43188 00:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(995, 'Wed, 20 Jan 43188 17:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(996, 'Tue, 01 Mar 43188 00:00:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(997, 'Wed, 20 Jan 43188 17:20:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(998, 'Tue, 16 Feb 43188 02:40:00 +0000', 'Sat, 13 Oct 43229 09:20:00 +0000')
(999, 'Mon, 06 Apr 43164 20:00:00 +0000', 'Fri, 04 Feb 43205 00:40:00 +0000')
